Title,Title_URL,Image,Tag_URL,Tag,jsteaserstandfirstlink,jsteaserstandfirstlink1,Time
UK Takeover Panel forces AbbVie to retract claims of Shire support,https://www.ft.com/content/f97218fe-0730-11e4-b1b0-00144feab7de,,https://www.ft.com/us-companies,US & Canadian companies,"...volte-face for the US suitor and a further sign of how closely the panel is policing the company’s public utterances, as it did with Pfizer’s attempts to acquire another FTSE 100 pharmaceuticals group, AstraZeneca...",AstraZeneca,"JULY 9, 2014"
Cable backtracks on move to protect science industry,https://www.ft.com/content/0c67a6ee-06c4-11e4-b0d3-00144feab7de,,https://www.ft.com/world,World,...Pfizer walked away from AstraZeneca after the Anglo-Swedish company rebuffed its advances....,AstraZeneca,"JULY 8, 2014"
AstraZeneca chairman Leif Johansson defends Pfizer rebuff,https://www.ft.com/content/b69c8a70-1bab-11e4-adc7-00144feabdc0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F78beefd4-d099-11e3-9a81-00144feabdc0?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/us-companies,US & Canadian companies,...AstraZeneca is already big enough and super big may not be better.”...,AstraZeneca,"AUGUST 4, 2014"
Europe delivers earnings growth for the first time in three years,https://www.ft.com/content/d8e7a14a-18af-11e4-a51a-00144feabdc0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fcf0ef45a-1aff-11e4-a633-00144feabdc0?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/european-companies,European companies,"...Eni, the Italian oil and gas group, announced a 51 per cent increase in its quarterly net profit, and AstraZeneca, the UK drugmaker that in May rejected a £69.4bn takeover from Pfizer, also beat analysts...",AstraZeneca,"AUGUST 3, 2014"
GlaxoSmithKline vulnerable to Pfizer bid after price slump,https://www.ft.com/content/adc5184e-199a-11e4-b06c-00144feabdc0,,https://www.ft.com/uk-equities,UK equities,"...AstraZeneca, meanwhile, was off 0.1 per cent to £43.39 even after its chairman and three non-executive directors added to their stakes....",AstraZeneca,"AUGUST 1, 2014"
Drug pricing: Bitter pill,https://www.ft.com/content/f3ede8ae-189c-11e4-933e-00144feabdc0,,https://www.ft.com/the-big-read,The Big Read,"...It is already bigger by market capitalisation, at $143bn, than some traditional pharma mainstays, including GlaxoSmithKline and AstraZeneca....",AstraZeneca,"JULY 31, 2014"
AstraZeneca raises full-year earnings guidance,https://www.ft.com/content/d6d17a6a-1883-11e4-a51a-00144feabdc0,,https://www.ft.com/uk-companies,UK companies,...Analysts said this suggested AstraZeneca was bracing for a fresh approach....,AstraZeneca,"JULY 31, 2014"
AstraZeneca to bolster respiratory drugs with Almirall deal,https://www.ft.com/content/c1c1e25a-17b5-11e4-b842-00144feabdc0,,https://www.ft.com/european-companies,European companies,"...The deal will also reinforce the challenge posed by AstraZeneca to GlaxoSmithKline, its UK rival, in the respiratory market....",AstraZeneca,"JULY 30, 2014"
GSK’s Witty fights back amid bribery scandal and profit warning,https://www.ft.com/content/f7869406-1564-11e4-ae2e-00144feabdc0,,https://www.ft.com/uk-companies,UK companies,...Pfizer walked away after AstraZeneca rejected what would have been the biggest foreign takeover of a UK company....,AstraZeneca,"JULY 27, 2014"
US warned of up to 25 groups eyeing foreign switch to cut tax,https://www.ft.com/content/69e69c42-11c0-11e4-8279-00144feabdc0,,https://www.ft.com/us-politics-policy,US politics & policy,...They were thrust into the spotlight by Pfizer’s $116bn attempt to buy UK rival AstraZeneca....,AstraZeneca,"JULY 22, 2014"
Shire chief’s $10m ‘golden hello’ at AbbVie,https://www.ft.com/content/aeb66b6c-0e97-11e4-a1ae-00144feabdc0,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...It is the second FTSE 100 drugmaker to be subjected to an unsolicited takeover attempt by a US rival this year, after Pfizer’s failed £69.4bn bid for AstraZeneca....",AstraZeneca,"JULY 18, 2014"
AbbVie rounds on US tax laws as it snares Shire,https://www.ft.com/content/c43aa6ce-0e60-11e4-a1ae-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...However, while the latter approach drew strong political opposition because of AstraZeneca’s importance to the UK science base, the proposed Shire takeover has proved much less controversial....",AstraZeneca’s,"JULY 18, 2014"
AstraZeneca unveils plans for £330m R&D centre in Cambridge,https://www.ft.com/content/e86805f6-0e64-11e4-b1c4-00144feabdc0,,https://www.ft.com/london-future,London fights for its future,...AstraZeneca’s commitment to UK science was at the heart of its defence against Pfizer’s £69bn takeover bid in May....,AstraZeneca’s,"JULY 18, 2014"
AbbVie set to unveil £31bn Shire takeover,https://www.ft.com/content/d324fa2e-0dcd-11e4-85ab-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,...Shire is the second FTSE 100 drugmaker to be subjected to an unsolicited takeover attempt by a US rival this year after Pfizer’s failed £69.4bn bid for AstraZeneca....,AstraZeneca,"JULY 17, 2014"
Eli Lilly joins forces with UK biotech to develop cancer drugs,https://www.ft.com/content/d2ea0274-0ccf-11e4-bf1e-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...The deal with Immunocore adds to the British company’s existing alliances with AstraZeneca, GlaxoSmithKline and Roche, marking it out as one of the most promising new names in the UK life science sector....",AstraZeneca,"JULY 16, 2014"
Experian suffers shareholder revolt over board reshuffle,https://www.ft.com/content/82cae036-0cc7-11e4-90fa-00144feabdc0,,https://www.ft.com/corporate-governance,Corporate governance,"...Barclays, AstraZeneca, Reckitt Benckiser, WPP and Pearson (owner of the Financial Times) have each endured notable rebellions over remuneration....",AstraZeneca,"JULY 16, 2014"
David Cameron moves to boost UK life sciences,https://www.ft.com/content/8bb3d4ac-0c52-11e4-943b-00144feabdc0,,https://www.ft.com/uk-inward-investment,UK inward investment,...appointment of George Freeman in a newly created life sciences role in Tuesday’s reshuffle marks the prime minister’s determination to strengthen oversight of the sector following Pfizer’s £69.4bn bid for AstraZeneca...,AstraZeneca,"JULY 16, 2014"
Sir John Peace in the line of fire at FTSE 100 groups,https://www.ft.com/content/fd88db6a-0be7-11e4-a096-00144feabdc0,,https://www.ft.com/corporate-governance,Corporate governance,"...Barclays, AstraZeneca, Pearson (which owns the Financial Times), WPP and HSBC have each suffered revolts amid renewed shareholder agitation....",AstraZeneca,"JULY 15, 2014"
AbbVie closes in on £31bn takeover of Shire,https://www.ft.com/content/c8fe1c14-0b1c-11e4-ae6b-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,...AbbVie looks set to succeed where Pfizer failed in its £69.4bn bid for AstraZeneca of the UK in May....,AstraZeneca,"JULY 14, 2014"
Quindell starts on long road back to favour,https://www.ft.com/content/32d9afe6-0b71-11e4-8693-00144feabdc0,,https://www.ft.com/kate-burgess,Kate Burgess,"...Pfizer’s tilt at AstraZeneca set teacups clattering a few months ago. By contrast, the mooted purchase of Shire by US pharmaceutical rival AbbVie has yet to trouble the pages of the populist press....",AstraZeneca,"JULY 14, 2014"
AbbVie/Shire – join us at 12 for a live discussion,https://www.ft.com/content/010f6536-2e7f-35a7-ba2f-15469dfc4856,,https://www.ft.com/joseph-cotterill,Joseph Cotterill,"...of AbbVie’s £53.20 a share offer would eventually lead to a similar clause…

The price is a 42 per cent premium to where Shire shares traded before AbbVie became involved (though after Pfizer’s bid for AstraZeneca...",AstraZeneca,"JULY 14, 2014"
Vince Cable plans to toughen up takeover rules,https://www.ft.com/content/a41dcbe8-0a71-11e4-ac2a-00144feabdc0,,https://www.ft.com/world,World,...The business secretary concluded that the existing rules were inadequate after Pfizer’s £69.4bn approach for AstraZeneca....,AstraZeneca,"JULY 13, 2014"
Myners must give independent advice on independents,https://www.ft.com/content/8b1358ae-0740-11e4-81c6-00144feab7de,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...The £69bn bid that Pfizer, made for AstraZeneca unravelled in May after its own discussions with the City M&A watchdog....",AstraZeneca,"JULY 9, 2014"
AbbVie retraction shows panel has teeth,https://www.ft.com/content/0adb6e98-0753-11e4-b1b0-00144feab7de,,https://www.ft.com/us-companies,US & Canadian companies,...The increased scrutiny of the code during the Pfizer/AstraZeneca courtship sparked complaints that the rules were arcane and led to muddle and confusion....,AstraZeneca,"JULY 9, 2014"
Five examples of the UK Takeover Code in action,https://www.ft.com/content/c94eccf4-0757-11e4-b1b0-00144feab7de,,https://www.ft.com/uk-companies,UK companies,"...May 19 2014: Pfizer outlines “final” offer to AstraZeneca, saying that its offer will not be increased, “except in the circumstances set out below”....",AstraZeneca,"JULY 9, 2014"
UK Takeover Panel forces AbbVie to retract claims of Shire support,https://www.ft.com/content/f97218fe-0730-11e4-b1b0-00144feab7de,,https://www.ft.com/us-companies,US & Canadian companies,"...volte-face for the US suitor and a further sign of how closely the panel is policing the company’s public utterances, as it did with Pfizer’s attempts to acquire another FTSE 100 pharmaceuticals group, AstraZeneca...",AstraZeneca,"JULY 9, 2014"
Cable backtracks on move to protect science industry,https://www.ft.com/content/0c67a6ee-06c4-11e4-b0d3-00144feab7de,,https://www.ft.com/world,World,...Pfizer walked away from AstraZeneca after the Anglo-Swedish company rebuffed its advances....,AstraZeneca,"JULY 8, 2014"
AstraZeneca chairman Leif Johansson defends Pfizer rebuff,https://www.ft.com/content/b69c8a70-1bab-11e4-adc7-00144feabdc0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F78beefd4-d099-11e3-9a81-00144feabdc0?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/us-companies,US & Canadian companies,...AstraZeneca is already big enough and super big may not be better.”...,AstraZeneca,"AUGUST 4, 2014"
Europe delivers earnings growth for the first time in three years,https://www.ft.com/content/d8e7a14a-18af-11e4-a51a-00144feabdc0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fcf0ef45a-1aff-11e4-a633-00144feabdc0?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/european-companies,European companies,"...Eni, the Italian oil and gas group, announced a 51 per cent increase in its quarterly net profit, and AstraZeneca, the UK drugmaker that in May rejected a £69.4bn takeover from Pfizer, also beat analysts...",AstraZeneca,"AUGUST 3, 2014"
GlaxoSmithKline vulnerable to Pfizer bid after price slump,https://www.ft.com/content/adc5184e-199a-11e4-b06c-00144feabdc0,,https://www.ft.com/uk-equities,UK equities,"...AstraZeneca, meanwhile, was off 0.1 per cent to £43.39 even after its chairman and three non-executive directors added to their stakes....",AstraZeneca,"AUGUST 1, 2014"
Drug pricing: Bitter pill,https://www.ft.com/content/f3ede8ae-189c-11e4-933e-00144feabdc0,,https://www.ft.com/the-big-read,The Big Read,"...It is already bigger by market capitalisation, at $143bn, than some traditional pharma mainstays, including GlaxoSmithKline and AstraZeneca....",AstraZeneca,"JULY 31, 2014"
AstraZeneca raises full-year earnings guidance,https://www.ft.com/content/d6d17a6a-1883-11e4-a51a-00144feabdc0,,https://www.ft.com/uk-companies,UK companies,...Analysts said this suggested AstraZeneca was bracing for a fresh approach....,AstraZeneca,"JULY 31, 2014"
AstraZeneca to bolster respiratory drugs with Almirall deal,https://www.ft.com/content/c1c1e25a-17b5-11e4-b842-00144feabdc0,,https://www.ft.com/european-companies,European companies,"...The deal will also reinforce the challenge posed by AstraZeneca to GlaxoSmithKline, its UK rival, in the respiratory market....",AstraZeneca,"JULY 30, 2014"
GSK’s Witty fights back amid bribery scandal and profit warning,https://www.ft.com/content/f7869406-1564-11e4-ae2e-00144feabdc0,,https://www.ft.com/uk-companies,UK companies,...Pfizer walked away after AstraZeneca rejected what would have been the biggest foreign takeover of a UK company....,AstraZeneca,"JULY 27, 2014"
US warned of up to 25 groups eyeing foreign switch to cut tax,https://www.ft.com/content/69e69c42-11c0-11e4-8279-00144feabdc0,,https://www.ft.com/us-politics-policy,US politics & policy,...They were thrust into the spotlight by Pfizer’s $116bn attempt to buy UK rival AstraZeneca....,AstraZeneca,"JULY 22, 2014"
Shire chief’s $10m ‘golden hello’ at AbbVie,https://www.ft.com/content/aeb66b6c-0e97-11e4-a1ae-00144feabdc0,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...It is the second FTSE 100 drugmaker to be subjected to an unsolicited takeover attempt by a US rival this year, after Pfizer’s failed £69.4bn bid for AstraZeneca....",AstraZeneca,"JULY 18, 2014"
AbbVie rounds on US tax laws as it snares Shire,https://www.ft.com/content/c43aa6ce-0e60-11e4-a1ae-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...However, while the latter approach drew strong political opposition because of AstraZeneca’s importance to the UK science base, the proposed Shire takeover has proved much less controversial....",AstraZeneca’s,"JULY 18, 2014"
AstraZeneca unveils plans for £330m R&D centre in Cambridge,https://www.ft.com/content/e86805f6-0e64-11e4-b1c4-00144feabdc0,,https://www.ft.com/london-future,London fights for its future,...AstraZeneca’s commitment to UK science was at the heart of its defence against Pfizer’s £69bn takeover bid in May....,AstraZeneca’s,"JULY 18, 2014"
AbbVie set to unveil £31bn Shire takeover,https://www.ft.com/content/d324fa2e-0dcd-11e4-85ab-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,...Shire is the second FTSE 100 drugmaker to be subjected to an unsolicited takeover attempt by a US rival this year after Pfizer’s failed £69.4bn bid for AstraZeneca....,AstraZeneca,"JULY 17, 2014"
Eli Lilly joins forces with UK biotech to develop cancer drugs,https://www.ft.com/content/d2ea0274-0ccf-11e4-bf1e-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...The deal with Immunocore adds to the British company’s existing alliances with AstraZeneca, GlaxoSmithKline and Roche, marking it out as one of the most promising new names in the UK life science sector....",AstraZeneca,"JULY 16, 2014"
Experian suffers shareholder revolt over board reshuffle,https://www.ft.com/content/82cae036-0cc7-11e4-90fa-00144feabdc0,,https://www.ft.com/corporate-governance,Corporate governance,"...Barclays, AstraZeneca, Reckitt Benckiser, WPP and Pearson (owner of the Financial Times) have each endured notable rebellions over remuneration....",AstraZeneca,"JULY 16, 2014"
